Time Elapsed, CPU utilized, Memory usaged
621,239.9,1098022912
622,224.9,1098121216
623,278.9,1098121216
624,226.7,1098121216
625,262.8,1098018816
626,213.7,1098018816
627,237.7,1098018816
628,272.8,1098018816
629,244.9,1098031104
630,259.9,1098031104
631,257.7,1098031104
632,233.8,1098031104
633,256.9,1098031104
634,259.8,1098031104
635,240.6,1098031104
636,263.8,1098031104
637,263.7,1098031104
638,245.5,1098031104
639,246.9,1098031104
640,214.9,1098035200
641,257.9,1098035200
642,253.9,1098035200
643,239.9,1098035200
644,242.9,1098035200
645,243.9,1098035200
646,271.9,1098035200
647,268.8,1098035200
648,254.8,1098035200
649,264.0,1098035200
650,256.7,1098039296
651,274.8,1098682368
652,246.9,1098690560
653,262.7,1098690560
654,270.9,1098690560
655,235.7,1098690560
656,268.9,1098690560
657,265.9,1098690560
658,255.8,1098690560
659,266.9,1098690560
660,246.9,1098690560
661,271.9,1098690560
662,249.9,1098690560
663,280.9,1098690560
664,258.9,1098690560
665,265.9,1098690560
666,270.9,1098690560
667,254.9,1098690560
668,281.9,1098690560
669,258.9,1098690560
670,259.8,1098690560
671,251.9,1098690560
672,255.9,1098690560
673,269.8,1098690560
674,234.9,1098690560
675,232.9,1098752000
676,252.7,1098874880
677,268.8,1098874880
678,236.9,1098960896
679,262.9,1098960896
680,244.9,1098960896
681,265.5,1098960896
682,261.8,1098960896
683,265.8,1098960896
684,238.7,1098969088
685,218.9,1099014144
686,169.9,1096781824
687,248.9,1096650752
688,250.7,1096814592
689,240.9,1096814592
690,243.9,1096814592
691,261.9,1096814592
692,236.9,1096814592
693,242.8,1096814592
694,242.9,1096814592
695,240.4,1096814592
696,265.5,1096814592
697,262.7,1096814592
698,274.8,1096814592
699,245.9,1096814592
700,247.9,1096814592
701,261.9,1096814592
702,275.9,1096814592
703,259.4,1096818688
704,257.8,1096818688
705,254.7,1096822784
706,275.6,1096822784
707,258.7,1096822784
708,271.9,1096822784
709,277.9,1096822784
710,260.9,1096822784
711,261.7,1096822784
712,268.8,1096798208
713,271.9,1096798208
714,260.7,1096798208
715,282.8,1096876032
716,270.8,1096876032
717,256.9,1096876032
718,263.8,1096876032
719,266.9,1096876032
720,251.9,1096876032
721,270.8,1096876032
722,253.9,1096876032
723,256.8,1096876032
724,268.9,1096876032
725,258.9,1096876032
726,244.9,1096876032
727,265.7,1096876032
728,262.8,1096740864
729,271.9,1096740864
730,262.9,1096740864
731,266.8,1096740864
732,265.7,1096740864
733,267.8,1096740864
734,255.8,1096740864
735,265.9,1096691712
736,259.9,1096691712
737,265.9,1096704000
738,274.9,1096704000
739,255.9,1096708096
740,276.9,1096708096
741,255.9,1096708096
742,264.9,1096708096
743,269.9,1096708096
744,251.9,1096708096
745,242.9,1096708096
746,235.9,1096708096
747,212.9,1096859648
748,233.5,1096900608
749,175.9,1096941568
750,186.9,1096941568
751,232.9,1096941568
752,172.9,1096941568
753,200.8,1096945664
754,247.8,1096945664
755,243.9,1097125888
756,242.9,1097125888
757,265.9,1097125888
758,245.8,1097129984
759,231.9,1097129984
760,266.8,1097129984
761,247.7,1097129984
762,238.9,1097129984
763,254.9,1097129984
764,247.9,1097129984
765,281.9,1097129984
766,218.9,1097129984
767,274.6,1097129984
768,270.8,1097129984
769,244.9,1097134080
770,269.7,1097134080
771,264.7,1097134080
772,257.9,1097166848
773,263.8,1097166848
774,251.7,1097166848
775,226.8,1097166848
776,255.9,1097166848
777,247.9,1097166848
778,252.2,1097166848
779,263.9,1097166848
780,251.9,1097175040
781,234.6,1097179136
782,227.8,1097199616
783,249.6,1097199616
784,257.9,1097199616
785,246.9,1097199616
786,284.8,1097199616
787,265.9,1097199616
788,246.8,1097199616
789,276.8,1097285632
790,270.9,1097285632
791,240.9,1097342976
792,257.9,1097347072
793,250.7,1097347072
794,230.9,1097375744
795,266.9,1097375744
796,271.9,1097375744
797,257.5,1097375744
798,275.9,1097375744
799,243.8,1097375744
800,257.7,1097375744
801,273.9,1097379840
802,271.2,1097379840
803,262.7,1097379840
804,197.8,1092788224
805,146.5,1101172736
806,203.7,1101172736
807,198.0,1101172736
808,212.9,1101172736
809,213.7,1101340672
810,245.7,1101340672
811,249.8,1101340672
812,247.9,1101340672
813,259.9,1101340672
814,216.9,1101287424
815,282.9,1101287424
816,245.9,1101541376
817,265.9,1101541376
818,267.9,1101541376
819,247.8,1101541376
820,271.8,1101541376
821,270.8,1101541376
822,250.9,1101541376
823,271.9,1101541376
824,271.9,1101541376
825,245.7,1101541376
826,283.7,1101541376
827,254.9,1101541376
828,275.8,1101541376
829,268.8,1101541376
830,254.9,1101541376
831,283.9,1101541376
832,260.8,1101541376
833,268.9,1101541376
834,253.9,1101541376
835,271.8,1101549568
836,268.8,1101549568
837,259.9,1101549568
838,266.9,1101549568
839,279.6,1101549568
840,262.8,1101549568
841,272.9,1101549568
842,268.9,1101549568
843,280.8,1101774848
844,269.9,1101774848
845,273.8,1101774848
846,268.9,1101778944
847,252.9,1101783040
848,280.9,1101783040
849,250.9,1101783040
850,233.9,1101783040
851,259.9,1101783040
852,263.7,1101783040
853,260.8,1101783040
854,254.9,1101783040
855,264.8,1101783040
856,249.9,1101783040
857,239.9,1101905920
858,246.7,1101905920
859,250.9,1101905920
860,273.9,1101905920
861,230.9,1102020608
862,262.9,1102020608
863,270.9,1102020608
864,238.7,1102020608
865,263.8,1102020608
866,254.9,1102024704
867,252.9,1102065664
868,215.9,1102082048
869,247.9,1102061568
870,262.9,1102061568
871,222.9,1102061568
872,224.9,1102061568
873,255.9,1102061568
874,231.9,1102061568
875,247.9,1102061568
876,240.9,1102061568
877,226.9,1102090240
878,232.9,1102090240
879,231.9,1102090240
880,262.9,1102090240
881,262.9,1102090240
882,249.7,1102090240
883,273.7,1102090240
884,242.7,1102254080
885,261.8,1102254080
886,273.5,1102254080
887,264.8,1102254080
888,270.7,1102258176
889,264.2,1102258176
890,231.1,1102258176
891,198.9,1101803520
892,207.7,1102110720
893,219.9,1102168064
894,219.9,1102168064
895,238.9,1102168064
896,266.9,1102168064
897,237.7,1102168064
898,238.8,1102168064
899,245.7,1102168064
900,208.0,1102168064
901,224.9,1102168064
902,258.8,1102168064
903,263.9,1102168064
904,261.8,1102168064
905,245.9,1102168064
906,271.9,1102168064
907,255.7,1102168064
908,248.9,1102168064
909,257.9,1102168064
910,246.9,1102172160
911,266.9,1102172160
912,250.9,1102315520
913,284.8,1102315520
914,272.9,1102315520
915,273.9,1102315520
916,219.9,1102315520
917,275.9,1102315520
918,270.9,1102315520
919,255.9,1102245888
920,277.8,1102245888
921,258.8,1102258176
922,270.7,1102258176
923,265.8,1102258176
924,266.8,1102258176
925,266.8,1102258176
926,245.7,1102258176
927,226.8,1102258176
928,175.9,1102258176
929,278.8,1102258176
930,269.9,1102258176
931,241.9,1102258176
932,241.9,1102262272
933,264.9,1102262272
934,244.9,1102278656
935,274.8,1102278656
936,268.9,1102278656
937,260.9,1102389248
938,256.7,1102389248
939,280.7,1102389248
940,269.9,1102389248
941,254.8,1102389248
942,232.9,1102389248
943,273.9,1102393344
944,254.9,1102393344
945,248.9,1102401536
946,264.9,1102401536
947,240.9,1102401536
948,264.9,1102401536
949,267.9,1102401536
950,264.8,1102401536
951,268.9,1102401536
952,278.8,1102401536
953,261.8,1102401536
954,269.9,1102401536
955,257.9,1102401536
956,280.7,1102401536
957,259.8,1102401536
958,271.9,1102401536
959,253.7,1102401536
960,252.8,1102401536
961,262.7,1102401536
962,248.7,1102401536
963,277.8,1102401536
964,271.8,1102401536
965,261.9,1102401536
966,265.6,1102401536
967,272.8,1102401536
968,253.7,1102401536
969,266.7,1102401536
970,263.7,1102401536
971,272.9,1102401536
972,249.8,1102299136
