Time Elapsed, CPU utilized, Memory usaged
107,16.0,512671744
108,25.0,525062144
109,88.6,550121472
110,124.9,574115840
111,110.1,623218688
112,97.3,625283072
113,69.9,622583808
114,60.9,613793792
115,64.3,612044800
116,43.7,618147840
117,18.8,613806080
118,20.5,598745088
119,20.7,598413312
120,13.7,598396928
121,52.6,598089728
122,55.7,598388736
123,65.8,581263360
124,63.5,580698112
125,73.4,588357632
126,52.6,559935488
127,59.9,557412352
128,87.2,570216448
129,55.2,571129856
130,21.8,579059712
131,65.2,597311488
132,56.9,597815296
133,48.9,606822400
134,75.9,607047680
135,137.9,612167680
136,103.9,614191104
137,79.7,614191104
138,109.9,616484864
139,54.0,621436928
140,126.9,623833088
141,118.0,640913408
142,88.9,687226880
143,104.9,687226880
144,133.8,693141504
145,104.9,695296000
146,179.7,694026240
147,132.3,723574784
148,212.6,750829568
149,133.9,751230976
150,111.0,756658176
151,148.6,758456320
152,134.7,761774080
153,106.9,762097664
154,172.9,770699264
155,113.9,770371584
156,120.9,773095424
157,127.8,773812224
158,137.5,775966720
159,161.8,795365376
160,192.9,795942912
161,183.5,797093888
162,180.8,814379008
163,227.9,821317632
164,177.7,826052608
165,87.9,826425344
166,109.4,826613760
167,168.6,826966016
168,29.0,827232256
169,99.9,828293120
170,115.6,827801600
171,77.0,828104704
172,86.9,827736064
173,81.6,827736064
174,97.4,827899904
175,153.8,828284928
176,145.6,837550080
177,184.9,880222208
178,162.8,882155520
179,193.5,893124608
180,119.9,890937344
181,57.9,891281408
182,131.6,891465728
183,165.8,891813888
184,200.4,891449344
185,96.8,891637760
186,186.9,891834368
187,182.9,892223488
188,153.9,892579840
189,120.3,892702720
190,124.3,892960768
191,126.0,896573440
192,188.6,931119104
193,91.9,980226048
194,216.8,981975040
195,180.9,978870272
196,159.5,978894848
197,170.8,974692352
198,137.9,996696064
199,144.8,1032478720
200,204.7,1028272128
201,132.0,1028272128
202,133.9,1028296704
203,138.5,1036255232
204,194.8,1038405632
205,169.7,1038471168
206,171.9,1036316672
207,157.9,1037201408
208,202.9,1034072064
209,202.1,1027969024
210,118.0,1026408448
211,149.6,1040961536
212,139.1,1057824768
213,190.3,1042608128
214,199.0,1046196224
215,181.1,1046691840
216,94.3,1048076288
217,165.6,1058471936
218,136.7,1058979840
219,192.2,1059352576
220,161.0,1061601280
221,145.3,1065975808
222,187.5,1065992192
223,153.2,1066422272
224,153.9,1066405888
225,145.8,1066811392
226,146.1,954183680
227,164.9,954691584
228,117.7,954691584
229,231.9,954724352
230,227.9,955813888
231,203.8,950337536
232,148.8,947281920
233,156.5,942030848
234,165.9,943173632
235,166.7,1002569728
236,169.9,1035898880
237,145.9,1046478848
238,158.9,1064796160
239,234.8,1064775680
240,179.7,1065070592
241,168.7,1065074688
242,157.9,1065951232
243,240.0,1066135552
244,177.8,1066037248
245,162.0,1079894016
246,20.2,1087549440
247,45.6,1094082560
248,6.7,1088032768
249,71.1,1087778816
250,130.8,1087541248
251,122.0,1087877120
252,174.9,1089986560
253,197.7,1092571136
254,221.7,1088663552
255,228.7,1088684032
256,209.7,1087131648
257,247.5,1086648320
258,237.0,1086078976
259,207.8,1086210048
260,220.9,1086357504
261,250.7,1100935168
262,232.8,1100050432
263,209.9,1099821056
264,196.8,1102200832
265,189.8,1105039360
266,132.4,1105350656
267,149.3,1104523264
268,132.6,1104805888
269,161.6,1105244160
270,174.2,1105842176
271,112.2,1106034688
272,3.0,1105960960
273,2.0,1105993728
274,5.0,1105993728
275,1.0,1105993728
276,1.0,1105993728
277,10.0,1106022400
278,30.8,1106079744
279,23.0,1106190336
280,3.0,1106202624
