Time Elapsed, CPU utilized, Memory usaged
353,0.0,632758272
354,4.0,632758272
355,2.0,632758272
356,1.0,632758272
357,3.0,632758272
358,1.0,632758272
359,0.0,609759232
360,9.0,609759232
361,1.0,609759232
362,15.0,609955840
363,6.0,610078720
364,1.0,610152448
365,8.0,610152448
366,1.0,610152448
367,2.0,610152448
368,1.0,610152448
369,3.0,610152448
370,3.0,610152448
371,2.0,608632832
372,7.0,611299328
373,0.0,611299328
374,1.0,611299328
375,2.0,611299328
376,1.0,611299328
377,3.0,611299328
378,0.0,611299328
379,1.0,611299328
380,2.0,611299328
381,2.0,609280000
382,3.0,610545664
383,0.0,610545664
384,1.0,610545664
385,3.0,610545664
386,1.0,610545664
387,5.0,610545664
388,1.0,610545664
389,2.0,610545664
390,31.0,610709504
391,1.0,608690176
392,4.0,610082816
393,0.0,610082816
394,1.0,610082816
395,17.0,610082816
396,1.0,610082816
397,2.0,610082816
398,1.0,610082816
399,0.0,610082816
400,3.0,610082816
401,3.0,608063488
402,3.0,611110912
403,1.0,611110912
404,0.0,611110912
405,2.0,611110912
406,1.0,611110912
407,17.0,611110912
408,17.0,608280576
409,0.0,608280576
410,69.9,608432128
411,13.0,606494720
412,4.0,607789056
413,0.0,607789056
414,2.0,607789056
415,5.0,607789056
416,1.0,607789056
417,4.0,607789056
418,0.0,607789056
419,2.0,596983808
420,4.0,596983808
421,1.0,594964480
422,4.0,598040576
423,0.0,598040576
424,2.0,598040576
425,2.0,598040576
426,1.0,598040576
427,12.0,598237184
428,0.0,598237184
429,1.0,598237184
430,3.0,598237184
431,1.0,596217856
432,3.0,597716992
433,0.0,597716992
434,1.0,597716992
435,2.0,597716992
436,1.0,597716992
437,3.0,597716992
438,0.0,597716992
439,1.0,597716992
440,3.0,597716992
441,0.0,595697664
442,3.0,596996096
443,2.0,596996096
444,0.0,596996096
445,3.0,596996096
446,0.0,596996096
447,2.0,596996096
448,1.0,596996096
449,0.0,596996096
450,2.0,596996096
451,3.0,594980864
452,3.0,598093824
453,0.0,598093824
454,1.0,598093824
455,3.0,598093824
456,0.0,598093824
457,2.0,598093824
458,1.0,598093824
459,1.0,598093824
460,12.0,598298624
461,1.0,596287488
462,3.0,597663744
463,0.0,597663744
464,0.0,597663744
465,4.0,597663744
466,0.0,597663744
467,3.0,597663744
468,0.0,597663744
469,2.0,597663744
470,2.0,597663744
471,1.0,595644416
472,3.0,598487040
473,0.0,598487040
474,1.0,598487040
475,2.0,598487040
476,1.0,598487040
477,2.0,598487040
478,0.0,598487040
479,1.0,598487040
480,3.0,581890048
481,1.0,579870720
482,2.0,581300224
483,1.0,581300224
484,0.0,581300224
485,3.0,581300224
486,1.0,581300224
487,2.0,581300224
488,0.0,581300224
489,1.0,581300224
490,2.0,581300224
491,1.0,579280896
492,23.0,580673536
493,0.0,580673536
494,1.0,580673536
495,2.0,580673536
496,0.0,580673536
497,2.0,580673536
498,2.0,580673536
499,0.0,580673536
500,2.0,580673536
501,2.0,578736128
502,2.0,581873664
503,1.0,581873664
504,0.0,581873664
505,3.0,581873664
506,1.0,581873664
507,3.0,581869568
508,0.0,560705536
509,1.0,560705536
510,4.0,560705536
511,0.0,558686208
512,3.0,560033792
513,0.0,560033792
514,1.0,560033792
515,3.0,560033792
516,0.0,560033792
517,3.0,560033792
518,0.0,560033792
519,1.0,560033792
520,3.0,560033792
521,1.0,547319808
522,5.0,548777984
523,1.0,548777984
524,1.0,548777984
525,12.0,549015552
526,0.0,549015552
527,3.0,549015552
528,0.0,549015552
529,1.0,549015552
530,2.0,549015552
531,2.0,546996224
532,2.0,550100992
533,0.0,550100992
534,2.0,550100992
535,2.0,550100992
536,1.0,550100992
537,4.0,550100992
538,0.0,550100992
539,1.0,550100992
540,33.0,533450752
541,1.0,531431424
542,3.0,532672512
543,1.0,532672512
544,0.0,532672512
545,3.0,532672512
546,1.0,532672512
547,5.0,532672512
548,0.0,532672512
549,1.0,532672512
550,2.0,532672512
551,1.0,530653184
552,3.0,533733376
553,0.0,533733376
554,1.0,533733376
555,6.0,533733376
556,1.0,533733376
557,3.0,533733376
558,1.0,533733376
559,12.0,533733376
560,2.0,533733376
561,1.0,531714048
562,2.0,533241856
563,0.0,533241856
564,2.0,533241856
565,2.0,533241856
566,1.0,533241856
567,2.0,533241856
568,0.0,533241856
569,2.0,533241856
570,2.0,533241856
571,1.0,531222528
572,3.0,532488192
573,0.0,532488192
574,1.0,532488192
575,7.0,532488192
576,0.0,532488192
577,2.0,532488192
578,1.0,532488192
579,0.0,532488192
580,3.0,532488192
581,1.0,530468864
582,3.0,533606400
583,0.0,533606400
584,2.0,533606400
585,2.0,533606400
586,1.0,533606400
587,2.0,533606400
588,0.0,533606400
589,2.0,533606400
590,2.0,533606400
591,1.0,531587072
592,12.0,531935232
593,1.0,531935232
594,1.0,531935232
595,1.0,531935232
596,1.0,531935232
597,16.0,532078592
598,0.0,532078592
599,0.0,532078592
600,2.0,520978432
601,1.0,516755456
602,4.0,518193152
603,0.0,518193152
604,0.0,518193152
605,15.0,518193152
606,1.0,518193152
607,2.0,518193152
608,0.0,518193152
609,1.0,518193152
610,3.0,518193152
611,1.0,516173824
612,3.0,519241728
613,2.0,519241728
614,0.0,519241728
615,2.0,519241728
616,1.0,519241728
617,2.0,519241728
618,1.0,519241728
619,1.0,519241728
